Date,Party Name,Region,Stock ID,Stock Name,Rate,Quantity,Units,Amount
2023-12-24,EcoMotion Pvt Ltd,West,EVS004239,E-Velo X1,127412,3,Nos,382236
2023-12-24,EcoMotion Pvt Ltd,East,EVS004236,EcoZoom Lite,93413,1,Nos,93413
2023-12-24,VoltWay Dealers,"North ",EVS004241,E-Velo X1,99464,3,Nos,298392
2023-12-24,RideElectric LLP,"North ",EVS004240,ChargeGo Pro,128208,1,Nos,128208
2023-12-24,RideElectric LLP,South,EVS004235,E-Velo X1,119579,2,Nos,239158
2023-12-24,GreenRide Motors,"North ",EVS004247,E-Velo X1,125024,1,Nos,125024
2023-12-24,GreenRide Motors,West,EVS004246,E-Velo X1,107117,2,Nos,214234
2023-12-24,NextGen Auto,East,EVS004245,EcoZoom Lite,128419,3,Nos,385257
2023-12-24,NextGen Auto,East,EVS004244,ChargeGo Pro,102593,3,Nos,307779
2023-12-24,VoltWay Dealers,South,EVS004243,ChargeGo Pro,90723,1,Nos,90723
2023-12-24,VoltWay Dealers,"North ",EVS004234,ChargeGo Pro,90772,3,Nos,272316
2023-12-24,VoltWay Dealers,South,EVS004242,SwiftVolt 100,129346,2,Nos,258692
2023-12-25,UrbanEV Wheels,East,EVS004248,SwiftVolt 100,111203,1,Nos,111203
2023-12-25,RideElectric LLP,East,EVS004251,E-Velo X1,124112,3,Nos,372336
2023-12-25,VoltWay Dealers,South,EVS004253,ChargeGo Pro,107531,1,Nos,107531
2023-12-25,EcoMotion Pvt Ltd,South,EVS004250,Thunder EV 2.0,123309,1,Nos,123309
2023-12-25,EcoMotion Pvt Ltd,"North ",EVS004254,EcoZoom Lite,122662,2,Nos,245324
2023-12-25,GreenRide Motors,"North ",EVS004249,E-Velo X1,122633,3,Nos,367899
2023-12-25,NextGen Auto,"North ",EVS004252,E-Velo X1,117211,2,Nos,234422
2023-12-25,UrbanEV Wheels,West,EVS004255,E-Velo X1,111660,2,Nos,223320
2023-12-26,GreenRide Motors,West,EVS004256,SwiftVolt 100,120493,1,Nos,120493
2023-12-26,RideElectric LLP,West,EVS004259,Thunder EV 2.0,87719,1,Nos,87719
2023-12-26,VoltWay Dealers,"North ",EVS004261,ChargeGo Pro,128167,1,Nos,128167
2023-12-26,RideElectric LLP,South,EVS004258,EcoZoom Lite,117540,3,Nos,352620
2023-12-26,VoltWay Dealers,South,EVS004263,EcoZoom Lite,104392,2,Nos,208784
2023-12-26,UrbanEV Wheels,West,EVS004262,E-Velo X1,129651,3,Nos,388953
2023-12-26,EcoMotion Pvt Ltd,West,EVS004257,ChargeGo Pro,127351,2,Nos,254702
2023-12-26,UrbanEV Wheels,East,EVS004271,ChargeGo Pro,87763,2,Nos,175526
2023-12-26,RideElectric LLP,South,EVS004270,SwiftVolt 100,107320,1,Nos,107320
2023-12-26,NextGen Auto,"North ",EVS004269,E-Velo X1,126609,1,Nos,126609
2023-12-26,RideElectric LLP,East,EVS004268,SwiftVolt 100,93341,2,Nos,186682
2023-12-26,NextGen Auto,South,EVS004267,SwiftVolt 100,93948,2,Nos,187896
2023-12-26,EcoMotion Pvt Ltd,South,EVS004266,Thunder EV 2.0,104847,1,Nos,104847
2023-12-26,UrbanEV Wheels,South,EVS004265,EcoZoom Lite,123203,3,Nos,369609
2023-12-26,EcoMotion Pvt Ltd,South,EVS004264,E-Velo X1,129373,3,Nos,388119
2023-12-26,GreenRide Motors,East,EVS004260,E-Velo X1,91563,1,Nos,91563
2023-12-27,UrbanEV Wheels,"North ",EVS004277,ChargeGo Pro,88564,3,Nos,265692
2023-12-27,GreenRide Motors,West,EVS004276,SwiftVolt 100,122211,1,Nos,122211
2023-12-27,GreenRide Motors,"North ",EVS004278,ChargeGo Pro,110462,2,Nos,220924
2023-12-27,RideElectric LLP,West,EVS004275,EcoZoom Lite,117960,1,Nos,117960
2023-12-27,VoltWay Dealers,South,EVS004280,Thunder EV 2.0,100549,1,Nos,100549
2023-12-27,GreenRide Motors,"North ",EVS004279,ChargeGo Pro,120781,3,Nos,362343
2023-12-27,EcoMotion Pvt Ltd,South,EVS004274,Thunder EV 2.0,123850,2,Nos,247700
2023-12-27,UrbanEV Wheels,East,EVS004273,SwiftVolt 100,128835,2,Nos,257670
2023-12-27,NextGen Auto,"North ",EVS004272,E-Velo X1,115716,3,Nos,347148
2023-12-28,RideElectric LLP,South,EVS004283,Thunder EV 2.0,101875,2,Nos,203750
2023-12-28,RideElectric LLP,"North ",EVS004282,EcoZoom Lite,96247,2,Nos,192494
2023-12-28,EcoMotion Pvt Ltd,South,EVS004281,EcoZoom Lite,104015,3,Nos,312045
2023-12-28,GreenRide Motors,South,EVS004288,Thunder EV 2.0,85926,1,Nos,85926
2023-12-28,NextGen Auto,South,EVS004286,SwiftVolt 100,86322,3,Nos,258966
2023-12-28,RideElectric LLP,West,EVS004289,EcoZoom Lite,90552,1,Nos,90552
2023-12-28,VoltWay Dealers,East,EVS004285,SwiftVolt 100,91347,2,Nos,182694
2023-12-28,NextGen Auto,South,EVS004284,E-Velo X1,118454,3,Nos,355362
2023-12-28,EcoMotion Pvt Ltd,West,EVS004287,Thunder EV 2.0,110271,1,Nos,110271
2023-12-29,GreenRide Motors,West,EVS004292,Thunder EV 2.0,109627,2,Nos,219254
2023-12-29,RideElectric LLP,East,EVS004291,Thunder EV 2.0,93309,1,Nos,93309
2023-12-29,GreenRide Motors,"North ",EVS004290,SwiftVolt 100,111227,3,Nos,333681
2023-12-29,GreenRide Motors,"North ",EVS004295,ChargeGo Pro,110516,1,Nos,110516
2023-12-29,VoltWay Dealers,"North ",EVS004297,Thunder EV 2.0,125180,2,Nos,250360
2023-12-29,NextGen Auto,South,EVS004294,EcoZoom Lite,123658,2,Nos,247316
2023-12-29,EcoMotion Pvt Ltd,West,EVS004305,EcoZoom Lite,121614,3,Nos,364842
2023-12-29,EcoMotion Pvt Ltd,"North ",EVS004304,EcoZoom Lite,129291,1,Nos,129291
2023-12-29,EcoMotion Pvt Ltd,East,EVS004293,ChargeGo Pro,100264,1,Nos,100264
2023-12-29,UrbanEV Wheels,South,EVS004303,ChargeGo Pro,95995,1,Nos,95995
2023-12-29,GreenRide Motors,South,EVS004302,SwiftVolt 100,98051,2,Nos,196102
2023-12-29,GreenRide Motors,"North ",EVS004301,ChargeGo Pro,86782,2,Nos,173564
2023-12-29,GreenRide Motors,East,EVS004300,E-Velo X1,115197,3,Nos,345591
2023-12-29,NextGen Auto,"North ",EVS004299,E-Velo X1,108466,2,Nos,216932
2023-12-29,UrbanEV Wheels,"North ",EVS004298,SwiftVolt 100,89094,2,Nos,178188
2023-12-29,GreenRide Motors,South,EVS004296,E-Velo X1,95161,3,Nos,285483
2023-12-30,NextGen Auto,East,EVS004308,EcoZoom Lite,108931,2,Nos,217862
2023-12-30,UrbanEV Wheels,South,EVS004307,E-Velo X1,95456,2,Nos,190912
2023-12-30,NextGen Auto,East,EVS004309,SwiftVolt 100,92464,3,Nos,277392
2023-12-30,EcoMotion Pvt Ltd,South,EVS004306,ChargeGo Pro,102525,3,Nos,307575
2023-12-30,UrbanEV Wheels,South,EVS004312,ChargeGo Pro,114908,2,Nos,229816
2023-12-30,NextGen Auto,"North ",EVS004311,ChargeGo Pro,106177,3,Nos,318531
2023-12-30,EcoMotion Pvt Ltd,West,EVS004310,E-Velo X1,85826,3,Nos,257478
2023-12-30,VoltWay Dealers,South,EVS004322,E-Velo X1,119117,2,Nos,238234
2023-12-30,NextGen Auto,South,EVS004325,SwiftVolt 100,103507,2,Nos,207014
2023-12-30,RideElectric LLP,South,EVS004321,ChargeGo Pro,107735,2,Nos,215470
2023-12-30,GreenRide Motors,"North ",EVS004323,ChargeGo Pro,121587,3,Nos,364761
2023-12-30,UrbanEV Wheels,South,EVS004320,ChargeGo Pro,108409,2,Nos,216818
2023-12-30,RideElectric LLP,"North ",EVS004319,Thunder EV 2.0,119092,3,Nos,357276
2023-12-30,VoltWay Dealers,South,EVS004318,SwiftVolt 100,126538,3,Nos,379614
2023-12-30,NextGen Auto,South,EVS004317,SwiftVolt 100,116692,2,Nos,233384
2023-12-30,RideElectric LLP,South,EVS004316,EcoZoom Lite,128049,2,Nos,256098
2023-12-30,NextGen Auto,"North ",EVS004315,ChargeGo Pro,120678,1,Nos,120678
2023-12-30,VoltWay Dealers,South,EVS004314,SwiftVolt 100,86459,1,Nos,86459
2023-12-30,NextGen Auto,West,EVS004313,SwiftVolt 100,127828,2,Nos,255656
2023-12-30,NextGen Auto,"North ",EVS004324,SwiftVolt 100,129627,2,Nos,259254
2023-12-31,EcoMotion Pvt Ltd,South,EVS004331,EcoZoom Lite,115519,3,Nos,346557
2023-12-31,GreenRide Motors,"North ",EVS004327,E-Velo X1,88320,2,Nos,176640
2023-12-31,RideElectric LLP,West,EVS004326,Thunder EV 2.0,121205,1,Nos,121205
2023-12-31,UrbanEV Wheels,"North ",EVS004330,E-Velo X1,106426,3,Nos,319278
2023-12-31,NextGen Auto,"North ",EVS004332,SwiftVolt 100,96526,1,Nos,96526
2023-12-31,RideElectric LLP,West,EVS004329,SwiftVolt 100,127056,3,Nos,381168
2023-12-31,EcoMotion Pvt Ltd,West,EVS004336,ChargeGo Pro,127704,2,Nos,255408
2023-12-31,RideElectric LLP,South,EVS004333,EcoZoom Lite,99204,3,Nos,297612
2023-12-31,VoltWay Dealers,West,EVS004328,EcoZoom Lite,102037,3,Nos,306111
2023-12-31,NextGen Auto,East,EVS004335,E-Velo X1,117502,3,Nos,352506
2023-12-31,RideElectric LLP,"North ",EVS004334,EcoZoom Lite,89820,2,Nos,179640
2024-01-01,NextGen Auto,East,EVS004339,SwiftVolt 100,91672,3,Nos,275016
2024-01-01,EcoMotion Pvt Ltd,East,EVS004338,ChargeGo Pro,127846,3,Nos,383538
2024-01-01,GreenRide Motors,East,EVS004337,E-Velo X1,114887,3,Nos,344661
2024-01-01,GreenRide Motors,West,EVS004350,Thunder EV 2.0,116696,1,Nos,116696
2024-01-01,EcoMotion Pvt Ltd,South,EVS004348,EcoZoom Lite,101302,3,Nos,303906
2024-01-01,VoltWay Dealers,West,EVS004349,SwiftVolt 100,121567,1,Nos,121567
2024-01-01,RideElectric LLP,"North ",EVS004346,SwiftVolt 100,110971,2,Nos,221942
2024-01-01,VoltWay Dealers,"North ",EVS004347,EcoZoom Lite,98971,2,Nos,197942
2024-01-01,EcoMotion Pvt Ltd,West,EVS004345,SwiftVolt 100,109031,2,Nos,218062
2024-01-01,UrbanEV Wheels,West,EVS004344,ChargeGo Pro,119577,3,Nos,358731
2024-01-01,NextGen Auto,East,EVS004343,Thunder EV 2.0,122274,2,Nos,244548
2024-01-01,UrbanEV Wheels,"North ",EVS004342,E-Velo X1,102732,3,Nos,308196
2024-01-01,RideElectric LLP,West,EVS004341,SwiftVolt 100,92925,1,Nos,92925
2024-01-01,NextGen Auto,West,EVS004340,ChargeGo Pro,113151,3,Nos,339453
2024-01-02,EcoMotion Pvt Ltd,"North ",EVS004351,ChargeGo Pro,88277,2,Nos,176554
2024-01-02,GreenRide Motors,South,EVS004352,EcoZoom Lite,106816,3,Nos,320448
2024-01-02,RideElectric LLP,"North ",EVS004354,EcoZoom Lite,116898,1,Nos,116898
2024-01-02,NextGen Auto,"North ",EVS004353,SwiftVolt 100,119259,2,Nos,238518
2024-01-02,RideElectric LLP,South,EVS004358,SwiftVolt 100,116882,2,Nos,233764
2024-01-02,RideElectric LLP,West,EVS004360,Thunder EV 2.0,98647,2,Nos,197294
2024-01-02,RideElectric LLP,South,EVS004357,E-Velo X1,109976,2,Nos,219952
2024-01-02,EcoMotion Pvt Ltd,"North ",EVS004363,EcoZoom Lite,127892,1,Nos,127892
2024-01-02,GreenRide Motors,South,EVS004362,EcoZoom Lite,91962,1,Nos,91962
2024-01-02,UrbanEV Wheels,South,EVS004361,EcoZoom Lite,100072,2,Nos,200144
2024-01-02,EcoMotion Pvt Ltd,East,EVS004356,E-Velo X1,111047,1,Nos,111047
2024-01-02,NextGen Auto,"North ",EVS004355,SwiftVolt 100,88587,2,Nos,177174
2024-01-02,UrbanEV Wheels,South,EVS004359,EcoZoom Lite,121079,1,Nos,121079
2024-01-03,RideElectric LLP,West,EVS004366,E-Velo X1,97543,2,Nos,195086
2024-01-03,RideElectric LLP,South,EVS004365,EcoZoom Lite,91368,1,Nos,91368
2024-01-03,UrbanEV Wheels,East,EVS004367,ChargeGo Pro,95969,2,Nos,191938
2024-01-03,EcoMotion Pvt Ltd,"North ",EVS004364,EcoZoom Lite,117940,3,Nos,353820
2024-01-03,UrbanEV Wheels,"North ",EVS004370,SwiftVolt 100,93084,2,Nos,186168
2024-01-03,VoltWay Dealers,West,EVS004369,E-Velo X1,105679,2,Nos,211358
2024-01-03,EcoMotion Pvt Ltd,"North ",EVS004368,ChargeGo Pro,100132,3,Nos,300396
2024-01-03,VoltWay Dealers,South,EVS004373,Thunder EV 2.0,109951,1,Nos,109951
2024-01-03,VoltWay Dealers,"North ",EVS004372,EcoZoom Lite,118146,2,Nos,236292
2024-01-03,GreenRide Motors,South,EVS004371,EcoZoom Lite,101760,3,Nos,305280
2024-01-04,UrbanEV Wheels,South,EVS004375,E-Velo X1,87636,3,Nos,262908
2024-01-04,RideElectric LLP,East,EVS004374,ChargeGo Pro,94574,3,Nos,283722
2024-01-04,NextGen Auto,West,EVS004378,E-Velo X1,129100,1,Nos,129100
2024-01-04,EcoMotion Pvt Ltd,West,EVS004380,ChargeGo Pro,102138,2,Nos,204276
2024-01-04,UrbanEV Wheels,South,EVS004377,EcoZoom Lite,97605,3,Nos,292815
2024-01-04,EcoMotion Pvt Ltd,"North ",EVS004384,SwiftVolt 100,105388,1,Nos,105388
2024-01-04,RideElectric LLP,"North ",EVS004376,E-Velo X1,89041,2,Nos,178082
2024-01-04,RideElectric LLP,East,EVS004383,ChargeGo Pro,126085,3,Nos,378255
2024-01-04,UrbanEV Wheels,East,EVS004382,E-Velo X1,106579,2,Nos,213158
2024-01-04,RideElectric LLP,"North ",EVS004381,EcoZoom Lite,85387,3,Nos,256161
2024-01-04,NextGen Auto,West,EVS004379,Thunder EV 2.0,101392,1,Nos,101392
2024-01-05,NextGen Auto,South,EVS004387,SwiftVolt 100,90204,1,Nos,90204
2024-01-05,UrbanEV Wheels,South,EVS004389,E-Velo X1,120997,2,Nos,241994
2024-01-05,UrbanEV Wheels,East,EVS004386,SwiftVolt 100,87504,3,Nos,262512
2024-01-05,NextGen Auto,South,EVS004391,E-Velo X1,126296,3,Nos,378888
2024-01-05,NextGen Auto,"North ",EVS004390,E-Velo X1,129516,2,Nos,259032
2024-01-05,UrbanEV Wheels,"North ",EVS004385,ChargeGo Pro,91432,3,Nos,274296
2024-01-05,RideElectric LLP,"North ",EVS004398,EcoZoom Lite,109786,1,Nos,109786
2024-01-05,NextGen Auto,South,EVS004396,E-Velo X1,99762,1,Nos,99762
2024-01-05,UrbanEV Wheels,South,EVS004397,SwiftVolt 100,96159,1,Nos,96159
2024-01-05,UrbanEV Wheels,South,EVS004394,E-Velo X1,106386,1,Nos,106386
2024-01-05,UrbanEV Wheels,"North ",EVS004395,EcoZoom Lite,128503,1,Nos,128503
2024-01-05,EcoMotion Pvt Ltd,South,EVS004393,SwiftVolt 100,118183,1,Nos,118183
2024-01-05,RideElectric LLP,East,EVS004392,ChargeGo Pro,127675,3,Nos,383025
2024-01-05,NextGen Auto,South,EVS004388,ChargeGo Pro,118702,2,Nos,237404
2024-01-06,VoltWay Dealers,"North ",EVS004404,EcoZoom Lite,117810,3,Nos,353430
2024-01-06,UrbanEV Wheels,West,EVS004403,EcoZoom Lite,92159,3,Nos,276477
2024-01-06,EcoMotion Pvt Ltd,South,EVS004405,EcoZoom Lite,99415,1,Nos,99415
2024-01-06,NextGen Auto,East,EVS004402,Thunder EV 2.0,94502,2,Nos,189004
2024-01-06,EcoMotion Pvt Ltd,"North ",EVS004408,Thunder EV 2.0,86703,2,Nos,173406
2024-01-06,RideElectric LLP,West,EVS004407,Thunder EV 2.0,101384,1,Nos,101384
2024-01-06,UrbanEV Wheels,"North ",EVS004406,SwiftVolt 100,112903,2,Nos,225806
2024-01-06,VoltWay Dealers,East,EVS004401,ChargeGo Pro,129017,3,Nos,387051
2024-01-06,EcoMotion Pvt Ltd,South,EVS004400,EcoZoom Lite,110949,1,Nos,110949
2024-01-06,RideElectric LLP,"North ",EVS004399,E-Velo X1,98482,1,Nos,98482
2024-01-07,NextGen Auto,East,EVS004409,ChargeGo Pro,108148,3,Nos,324444
2024-01-07,UrbanEV Wheels,South,EVS004411,SwiftVolt 100,101473,1,Nos,101473
2024-01-07,VoltWay Dealers,East,EVS004414,SwiftVolt 100,113288,3,Nos,339864
2024-01-07,EcoMotion Pvt Ltd,South,EVS004413,SwiftVolt 100,94420,2,Nos,188840
2024-01-07,NextGen Auto,"North ",EVS004412,ChargeGo Pro,94424,3,Nos,283272
2024-01-07,UrbanEV Wheels,"North ",EVS004419,EcoZoom Lite,89944,3,Nos,269832
2024-01-07,EcoMotion Pvt Ltd,West,EVS004418,EcoZoom Lite,93056,2,Nos,186112
2024-01-07,NextGen Auto,South,EVS004420,Thunder EV 2.0,121016,1,Nos,121016
2024-01-07,RideElectric LLP,"North ",EVS004417,E-Velo X1,87592,1,Nos,87592
2024-01-07,EcoMotion Pvt Ltd,South,EVS004416,Thunder EV 2.0,100808,3,Nos,302424
2024-01-07,VoltWay Dealers,East,EVS004410,ChargeGo Pro,125339,1,Nos,125339
2024-01-07,EcoMotion Pvt Ltd,South,EVS004415,ChargeGo Pro,124089,2,Nos,248178
2024-01-08,UrbanEV Wheels,West,EVS004422,ChargeGo Pro,102919,3,Nos,308757
2024-01-08,UrbanEV Wheels,South,EVS004421,Thunder EV 2.0,107803,3,Nos,323409
2024-01-08,NextGen Auto,East,EVS004425,Thunder EV 2.0,102175,3,Nos,306525
2024-01-08,RideElectric LLP,East,EVS004424,EcoZoom Lite,110557,1,Nos,110557
2024-01-08,GreenRide Motors,South,EVS004423,ChargeGo Pro,117864,3,Nos,353592
2024-01-09,UrbanEV Wheels,West,EVS004426,ChargeGo Pro,103760,2,Nos,207520
2024-01-09,GreenRide Motors,East,EVS004427,ChargeGo Pro,88427,1,Nos,88427
2024-01-09,VoltWay Dealers,East,EVS004430,SwiftVolt 100,129239,1,Nos,129239
2024-01-09,RideElectric LLP,West,EVS004429,SwiftVolt 100,89875,2,Nos,179750
2024-01-09,EcoMotion Pvt Ltd,East,EVS004428,E-Velo X1,86149,3,Nos,258447
2024-01-09,VoltWay Dealers,West,EVS004434,ChargeGo Pro,90995,3,Nos,272985
2024-01-09,UrbanEV Wheels,South,EVS004433,SwiftVolt 100,85560,2,Nos,171120
2024-01-09,UrbanEV Wheels,West,EVS004435,ChargeGo Pro,94210,1,Nos,94210
2024-01-09,RideElectric LLP,"North ",EVS004432,EcoZoom Lite,121373,1,Nos,121373
2024-01-09,EcoMotion Pvt Ltd,East,EVS004431,E-Velo X1,94958,1,Nos,94958
2024-01-10,EcoMotion Pvt Ltd,South,EVS004439,ChargeGo Pro,91767,2,Nos,183534
2024-01-10,VoltWay Dealers,South,EVS004438,E-Velo X1,93518,1,Nos,93518
2024-01-10,NextGen Auto,West,EVS004440,SwiftVolt 100,123621,2,Nos,247242
2024-01-10,EcoMotion Pvt Ltd,"North ",EVS004437,Thunder EV 2.0,120131,1,Nos,120131
2024-01-10,NextGen Auto,West,EVS004442,ChargeGo Pro,108377,3,Nos,325131
2024-01-10,GreenRide Motors,East,EVS004441,SwiftVolt 100,88387,1,Nos,88387
2024-01-10,NextGen Auto,West,EVS004436,E-Velo X1,126908,2,Nos,253816
2024-01-10,NextGen Auto,South,EVS004452,E-Velo X1,101866,3,Nos,305598
2024-01-10,GreenRide Motors,East,EVS004453,Thunder EV 2.0,89480,2,Nos,178960
2024-01-10,VoltWay Dealers,"North ",EVS004450,SwiftVolt 100,125267,1,Nos,125267
2024-01-10,EcoMotion Pvt Ltd,"North ",EVS004451,Thunder EV 2.0,127300,3,Nos,381900
2024-01-10,RideElectric LLP,South,EVS004449,SwiftVolt 100,109737,3,Nos,329211
2024-01-10,UrbanEV Wheels,East,EVS004447,EcoZoom Lite,99295,2,Nos,198590
2024-01-10,UrbanEV Wheels,East,EVS004446,ChargeGo Pro,94820,1,Nos,94820
2024-01-10,NextGen Auto,"North ",EVS004445,ChargeGo Pro,120284,1,Nos,120284
2024-01-10,UrbanEV Wheels,East,EVS004444,ChargeGo Pro,97453,1,Nos,97453
2024-01-10,VoltWay Dealers,"North ",EVS004443,E-Velo X1,124992,2,Nos,249984
2024-01-10,UrbanEV Wheels,"North ",EVS004448,EcoZoom Lite,117040,1,Nos,117040
2024-01-10,RideElectric LLP,East,EVS004454,E-Velo X1,107529,3,Nos,322587
2024-01-11,EcoMotion Pvt Ltd,South,EVS004456,ChargeGo Pro,89648,3,Nos,268944
2024-01-11,GreenRide Motors,West,EVS004455,SwiftVolt 100,113274,2,Nos,226548
2024-01-11,GreenRide Motors,West,EVS004459,EcoZoom Lite,122660,1,Nos,122660
2024-01-11,NextGen Auto,South,EVS004461,Thunder EV 2.0,125034,2,Nos,250068
2024-01-11,RideElectric LLP,West,EVS004458,SwiftVolt 100,85704,1,Nos,85704
2024-01-11,RideElectric LLP,South,EVS004464,Thunder EV 2.0,115938,2,Nos,231876
2024-01-11,EcoMotion Pvt Ltd,South,EVS004462,EcoZoom Lite,108903,3,Nos,326709
2024-01-11,EcoMotion Pvt Ltd,South,EVS004457,SwiftVolt 100,86931,2,Nos,173862
2024-01-11,GreenRide Motors,West,EVS004463,E-Velo X1,94815,2,Nos,189630
2024-01-11,NextGen Auto,South,EVS004460,E-Velo X1,128022,1,Nos,128022
2024-01-12,NextGen Auto,East,EVS004465,EcoZoom Lite,88091,3,Nos,264273
2024-01-12,EcoMotion Pvt Ltd,"North ",EVS004472,EcoZoom Lite,91316,3,Nos,273948
2024-01-12,NextGen Auto,West,EVS004474,Thunder EV 2.0,124564,3,Nos,373692
2024-01-12,EcoMotion Pvt Ltd,"North ",EVS004471,E-Velo X1,115693,2,Nos,231386
2024-01-12,UrbanEV Wheels,West,EVS004475,ChargeGo Pro,92564,3,Nos,277692
2024-01-12,RideElectric LLP,"North ",EVS004470,SwiftVolt 100,118297,3,Nos,354891
2024-01-12,EcoMotion Pvt Ltd,"North ",EVS004469,Thunder EV 2.0,94590,2,Nos,189180
2024-01-12,GreenRide Motors,South,EVS004468,Thunder EV 2.0,103029,3,Nos,309087
2024-01-12,EcoMotion Pvt Ltd,"North ",EVS004467,Thunder EV 2.0,113646,1,Nos,113646
2024-01-12,UrbanEV Wheels,"North ",EVS004466,SwiftVolt 100,118654,1,Nos,118654
2024-01-12,RideElectric LLP,West,EVS004473,ChargeGo Pro,116620,1,Nos,116620
2024-01-13,GreenRide Motors,West,EVS004476,ChargeGo Pro,98280,3,Nos,294840
2024-01-13,EcoMotion Pvt Ltd,"North ",EVS004479,EcoZoom Lite,123936,2,Nos,247872
2024-01-13,RideElectric LLP,East,EVS004478,E-Velo X1,95629,1,Nos,95629
2024-01-13,GreenRide Motors,"North ",EVS004477,ChargeGo Pro,113577,3,Nos,340731
2024-01-13,RideElectric LLP,West,EVS004482,ChargeGo Pro,107242,2,Nos,214484
2024-01-13,RideElectric LLP,South,EVS004481,SwiftVolt 100,107967,3,Nos,323901
2024-01-13,EcoMotion Pvt Ltd,"North ",EVS004480,Thunder EV 2.0,109336,2,Nos,218672
2024-01-14,GreenRide Motors,"North ",EVS004488,EcoZoom Lite,95978,2,Nos,191956
2024-01-14,RideElectric LLP,"North ",EVS004490,Thunder EV 2.0,92281,2,Nos,184562
2024-01-14,VoltWay Dealers,"North ",EVS004489,EcoZoom Lite,128288,2,Nos,256576
2024-01-14,UrbanEV Wheels,West,EVS004487,SwiftVolt 100,124905,2,Nos,249810
2024-01-14,EcoMotion Pvt Ltd,West,EVS004486,ChargeGo Pro,128172,2,Nos,256344
2024-01-14,GreenRide Motors,"North ",EVS004495,Thunder EV 2.0,126013,3,Nos,378039
2024-01-14,GreenRide Motors,East,EVS004494,E-Velo X1,113818,1,Nos,113818
2024-01-14,EcoMotion Pvt Ltd,"North ",EVS004493,Thunder EV 2.0,92093,3,Nos,276279
2024-01-14,GreenRide Motors,South,EVS004492,Thunder EV 2.0,125028,1,Nos,125028
2024-01-14,GreenRide Motors,"North ",EVS004491,E-Velo X1,118740,1,Nos,118740
2024-01-14,RideElectric LLP,"North ",EVS004485,E-Velo X1,119986,1,Nos,119986
2024-01-14,NextGen Auto,South,EVS004484,Thunder EV 2.0,128701,1,Nos,128701
2024-01-14,RideElectric LLP,"North ",EVS004483,EcoZoom Lite,100059,2,Nos,200118
2024-01-15,UrbanEV Wheels,South,EVS004500,ChargeGo Pro,101644,2,Nos,203288
2024-01-15,VoltWay Dealers,South,EVS004499,EcoZoom Lite,99699,3,Nos,299097
2024-01-15,GreenRide Motors,East,EVS004498,E-Velo X1,117151,2,Nos,234302
2024-01-15,GreenRide Motors,South,EVS004497,E-Velo X1,112985,3,Nos,338955
2024-01-15,NextGen Auto,East,EVS004496,ChargeGo Pro,113339,2,Nos,226678
2024-01-15,UrbanEV Wheels,West,EVS004501,E-Velo X1,107522,2,Nos,215044
2024-01-15,RideElectric LLP,"North ",EVS004502,Thunder EV 2.0,115100,3,Nos,345300
2024-01-15,GreenRide Motors,South,EVS004503,Thunder EV 2.0,93047,1,Nos,93047
2024-01-15,NextGen Auto,West,EVS004504,EcoZoom Lite,101186,1,Nos,101186
2024-01-15,NextGen Auto,"North ",EVS004505,Thunder EV 2.0,124855,3,Nos,374565
2024-01-15,UrbanEV Wheels,"North ",EVS004506,E-Velo X1,86805,1,Nos,86805
2024-01-15,GreenRide Motors,South,EVS004507,Thunder EV 2.0,94522,3,Nos,283566
2024-01-15,RideElectric LLP,South,EVS004508,Thunder EV 2.0,110395,2,Nos,220790
2024-01-16,VoltWay Dealers,East,EVS004509,SwiftVolt 100,121305,3,Nos,363915
2024-01-16,UrbanEV Wheels,South,EVS004510,ChargeGo Pro,99990,3,Nos,299970
2024-01-16,GreenRide Motors,"North ",EVS004511,SwiftVolt 100,124749,2,Nos,249498
2024-01-16,VoltWay Dealers,"North ",EVS004512,ChargeGo Pro,108483,3,Nos,325449
2024-01-16,RideElectric LLP,East,EVS004513,Thunder EV 2.0,92140,1,Nos,92140
2024-01-16,GreenRide Motors,East,EVS004514,Thunder EV 2.0,85579,2,Nos,171158
2024-01-16,NextGen Auto,West,EVS004515,E-Velo X1,103668,1,Nos,103668
2024-01-16,RideElectric LLP,West,EVS004516,EcoZoom Lite,123964,1,Nos,123964
2024-01-16,EcoMotion Pvt Ltd,West,EVS004517,SwiftVolt 100,129157,2,Nos,258314
2024-01-17,VoltWay Dealers,"North ",EVS004518,SwiftVolt 100,89490,3,Nos,268470
2024-01-17,GreenRide Motors,South,EVS004519,ChargeGo Pro,92485,3,Nos,277455
2024-01-17,RideElectric LLP,South,EVS004520,E-Velo X1,85176,1,Nos,85176
2024-01-17,EcoMotion Pvt Ltd,"North ",EVS004521,ChargeGo Pro,85024,2,Nos,170048
2024-01-17,UrbanEV Wheels,East,EVS004522,ChargeGo Pro,124468,2,Nos,248936
2024-01-17,UrbanEV Wheels,South,EVS004523,ChargeGo Pro,112652,1,Nos,112652
2024-01-17,EcoMotion Pvt Ltd,South,EVS004524,SwiftVolt 100,122525,1,Nos,122525
2024-01-17,RideElectric LLP,"North ",EVS004525,EcoZoom Lite,94345,2,Nos,188690
2024-01-17,RideElectric LLP,"North ",EVS004526,EcoZoom Lite,128985,2,Nos,257970
2024-01-17,RideElectric LLP,South,EVS004527,EcoZoom Lite,101557,1,Nos,101557
